State_Name,District_Name,location,latitude,longitude
Bihar,KHAGARIA,"KHAGARIA, Bihar, India",25.4930513,86.6982264
Bihar,KISHANGANJ,"KISHANGANJ, Bihar, India",26.2984144,87.9466715
Bihar,LAKHISARAI,"LAKHISARAI, Bihar, India",25.1543938,86.1744959
Bihar,MADHEPURA,"MADHEPURA, Bihar, India",25.7806118,86.9364753
Bihar,MADHUBANI,"MADHUBANI, Bihar, India",26.3503076,86.2296424
Bihar,MUNGER,"MUNGER, Bihar, India",25.2202864,86.5161484
Bihar,MUZAFFARPUR,"MUZAFFARPUR, Bihar, India",26.1482548,85.3316097
Bihar,NALANDA,"NALANDA, Bihar, India",25.1364914,85.4436546
Bihar,NAWADA,"NAWADA, Bihar, India",24.8173249,85.5179085
Bihar,PASHCHIM CHAMPARAN,"PASHCHIM CHAMPARAN, Bihar, India",27.0,84.5
Bihar,PATNA,"PATNA, Bihar, India",25.6093239,85.1235252
Bihar,PURBI CHAMPARAN,"PURBI CHAMPARAN, Bihar, India",26.6465969,84.9091552
Bihar,PURNIA,"PURNIA, Bihar, India",25.7758723,87.4087667
Bihar,ROHTAS,"ROHTAS, Bihar, India",24.9394142,84.0197031
Bihar,SAHARSA,"SAHARSA, Bihar, India",25.8330757,86.6143751
Bihar,SAMASTIPUR,"SAMASTIPUR, Bihar, India",25.7747884,85.8672314
Bihar,SARAN,"SARAN, Bihar, India",25.9214451,84.7759731
Bihar,SHEIKHPURA,"SHEIKHPURA, Bihar, India",25.1250741,85.8160771
Bihar,SHEOHAR,"SHEOHAR, Bihar, India",26.4934234,85.2717561
Bihar,SITAMARHI,"SITAMARHI, Bihar, India",26.5942841,85.500428
Bihar,SIWAN,"SIWAN, Bihar, India",26.131008,84.3910745
Bihar,SUPAUL,"SUPAUL, Bihar, India",26.2768089,86.7959614
Bihar,VAISHALI,"VAISHALI, Bihar, India",25.7491702,85.3972164
Chandigarh,CHANDIGARH,"CHANDIGARH, Chandigarh, India",30.7334421,76.7797143
Chhattisgarh,BASTAR,"BASTAR, Chhattisgarh, India",19.1191282,81.8291865
Chhattisgarh,BIJAPUR,"BIJAPUR, Chhattisgarh, India",18.7935679,80.815939
Chhattisgarh,BILASPUR,"BILASPUR, Chhattisgarh, India",22.1638486,82.1365923
Chhattisgarh,DANTEWADA,"DANTEWADA, Chhattisgarh, India",18.8640648,81.3833947
Chhattisgarh,DHAMTARI,"DHAMTARI, Chhattisgarh, India",20.5326259,81.7155987
Chhattisgarh,DURG,"DURG, Chhattisgarh, India",21.1982964,81.4007922
Chhattisgarh,JANJGIR-CHAMPA,"JANJGIR-CHAMPA, Chhattisgarh, India",21.986403,82.5536606
Chhattisgarh,JASHPUR,"JASHPUR, Chhattisgarh, India",22.770251,83.9708013
Chhattisgarh,KABIRDHAM,"KABIRDHAM, Chhattisgarh, India",22.1150085,81.2446944
Chhattisgarh,KANKER,"KANKER, Chhattisgarh, India",20.2692747,81.4932111
Chhattisgarh,KORBA,"KORBA, Chhattisgarh, India",22.5198217,82.6350029
Chhattisgarh,KOREA,"KOREA, Chhattisgarh, India",23.2382999,82.3906588
Chhattisgarh,MAHASAMUND,"MAHASAMUND, Chhattisgarh, India",21.1922846,82.4890263
Chhattisgarh,NARAYANPUR,"NARAYANPUR, Chhattisgarh, India",19.5842032,81.1136986
Chhattisgarh,RAIGARH,"RAIGARH, Chhattisgarh, India",22.2361795,83.3529534
Chhattisgarh,RAIPUR,"RAIPUR, Chhattisgarh, India",21.2380912,81.6336993
Chhattisgarh,RAJNANDGAON,"RAJNANDGAON, Chhattisgarh, India",21.0684424,80.7970779
Chhattisgarh,SURGUJA,"SURGUJA, Chhattisgarh, India",22.9469135,83.1656942
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,"DADRA AND NAGAR HAVELI, Dadra and Nagar Haveli, India",20.233792,73.0495173
Goa,NORTH GOA,"NORTH GOA, Goa, India",15.6044413,74.0017241
Goa,SOUTH GOA,"SOUTH GOA, Goa, India",15.219624,74.1159085
Gujarat,AHMADABAD,"AHMADABAD, Gujarat, India",23.0215374,72.5800568
Gujarat,AMRELI,"AMRELI, Gujarat, India",21.4176122,71.249609
Gujarat,ANAND,"ANAND, Gujarat, India",22.5586555,72.9627227
Gujarat,BANAS KANTHA,"BANAS KANTHA, Gujarat, India",24.25,72.5
Gujarat,BHARUCH,"BHARUCH, Gujarat, India",21.7080427,72.9956936
Gujarat,BHAVNAGAR,"BHAVNAGAR, Gujarat, India",21.7718836,72.1416449
Gujarat,DANG,"DANG, Gujarat, India",20.7881718,73.7092033
Gujarat,DOHAD,"DOHAD, Gujarat, India",,
Gujarat,GANDHINAGAR,"GANDHINAGAR, Gujarat, India",23.2232877,72.6492267
Gujarat,JAMNAGAR,"JAMNAGAR, Gujarat, India",22.4732415,70.0552102
Gujarat,JUNAGADH,"JUNAGADH, Gujarat, India",21.5220416,70.4582458
Gujarat,KACHCHH,"KACHCHH, Gujarat, India",23.583333,70.0
Gujarat,KHEDA,"KHEDA, Gujarat, India",22.8532503,72.9953586
Gujarat,MAHESANA,"MAHESANA, Gujarat, India",23.6015557,72.3867981
Gujarat,NARMADA,"NARMADA, Gujarat, India",21.7392624,73.6262458
Gujarat,NAVSARI,"NAVSARI, Gujarat, India",20.952407,72.9323831
Gujarat,PANCH MAHALS,"PANCH MAHALS, Gujarat, India",23.0,74.0
Gujarat,PATAN,"PATAN, Gujarat, India",23.773753,71.6798581
Gujarat,PORBANDAR,"PORBANDAR, Gujarat, India",21.6409,69.611
Gujarat,RAJKOT,"RAJKOT, Gujarat, India",22.3053263,70.8028377
Gujarat,SABAR KANTHA,"SABAR KANTHA, Gujarat, India",23.5,73.25
Gujarat,SURAT,"SURAT, Gujarat, India",21.2094892,72.8317058
Gujarat,SURENDRANAGAR,"SURENDRANAGAR, Gujarat, India",22.8251395,71.6209736
Gujarat,TAPI,"TAPI, Gujarat, India",21.1916567,73.5560631
Gujarat,VADODARA,"VADODARA, Gujarat, India",22.2973142,73.1942567
Gujarat,VALSAD,"VALSAD, Gujarat, India",20.4321957,73.1409893
Haryana,AMBALA,"AMBALA, Haryana, India",30.3843674,76.770421
Haryana,BHIWANI,"BHIWANI, Haryana, India",28.7931703,76.1391283
Haryana,FARIDABAD,"FARIDABAD, Haryana, India",28.4031478,77.3105561
Haryana,FATEHABAD,"FATEHABAD, Haryana, India",29.5359209,75.5752901
Haryana,GURGAON,"GURGAON, Haryana, India",28.4646148,77.0299194
Haryana,HISAR,"HISAR, Haryana, India",29.2396596,75.8174505
Haryana,JHAJJAR,"JHAJJAR, Haryana, India",28.5964461,76.6505366
Haryana,JIND,"JIND, Haryana, India",29.3152073,76.314082
Haryana,KAITHAL,"KAITHAL, Haryana, India",29.7996588,76.3989903
Haryana,KARNAL,"KARNAL, Haryana, India",29.7255766,76.9106924
Haryana,KURUKSHETRA,"KURUKSHETRA, Haryana, India",29.9693747,76.8482787
Haryana,MAHENDRAGARH,"MAHENDRAGARH, Haryana, India",28.132697,76.1697448
Haryana,MEWAT,"MEWAT, Haryana, India",27.9935177,77.0419634
Haryana,PALWAL,"PALWAL, Haryana, India",28.0599426,77.3223422
Haryana,PANCHKULA,"PANCHKULA, Haryana, India",30.6975401,76.8551066
Haryana,PANIPAT,"PANIPAT, Haryana, India",29.3912753,76.9771675
Haryana,REWARI,"REWARI, Haryana, India",28.1956468,76.6165179
Haryana,ROHTAK,"ROHTAK, Haryana, India",28.9010899,76.5801935
Haryana,SIRSA,"SIRSA, Haryana, India",29.6063041,74.9036568
Haryana,SONIPAT,"SONIPAT, Haryana, India",28.9953758,77.0233627
Haryana,YAMUNANAGAR,"YAMUNANAGAR, Haryana, India",30.1231349,77.286329
Himachal Pradesh,BILASPUR,"BILASPUR, Himachal Pradesh, India",31.3380959,76.7611631
Himachal Pradesh,CHAMBA,"CHAMBA, Himachal Pradesh, India",32.6923316,76.1631552
Himachal Pradesh,HAMIRPUR,"HAMIRPUR, Himachal Pradesh, India",31.6539865,76.5403633
Himachal Pradesh,KANGRA,"KANGRA, Himachal Pradesh, India",32.0768665,76.2985872
Himachal Pradesh,KINNAUR,"KINNAUR, Himachal Pradesh, India",31.593013,78.3281417
Himachal Pradesh,KULLU,"KULLU, Himachal Pradesh, India",31.9578974,77.1089232
Himachal Pradesh,LAHUL AND SPITI,"LAHUL AND SPITI, Himachal Pradesh, India",32.509934,77.0243657
Himachal Pradesh,MANDI,"MANDI, Himachal Pradesh, India",31.6516617,77.0092542
Himachal Pradesh,SHIMLA,"SHIMLA, Himachal Pradesh, India",31.1041526,77.1709729
Himachal Pradesh,SIRMAUR,"SIRMAUR, Himachal Pradesh, India",30.6991321,77.4465304
Himachal Pradesh,SOLAN,"SOLAN, Himachal Pradesh, India",30.9077569,77.1023645
Himachal Pradesh,UNA,"UNA, Himachal Pradesh, India",31.5834642,76.2351452
Jammu and Kashmir ,ANANTNAG,"ANANTNAG, Jammu and Kashmir , India",33.74611,75.1854475
Jammu and Kashmir ,BADGAM,"BADGAM, Jammu and Kashmir , India",34.0385248,74.7360163
Jammu and Kashmir ,BANDIPORA,"BANDIPORA, Jammu and Kashmir , India",34.4232433,74.635965
Jammu and Kashmir ,BARAMULLA,"BARAMULLA, Jammu and Kashmir , India",34.2086903,74.343498
Jammu and Kashmir ,DODA,"DODA, Jammu and Kashmir , India",33.13261,75.5890079
Jammu and Kashmir ,GANDERBAL,"GANDERBAL, Jammu and Kashmir , India",34.2889322,75.0407983
Jammu and Kashmir ,JAMMU,"JAMMU, Jammu and Kashmir , India",32.7185614,74.8580917
Jammu and Kashmir ,KARGIL,"KARGIL, Jammu and Kashmir , India",32.7045476,74.871206
Jammu and Kashmir ,KATHUA,"KATHUA, Jammu and Kashmir , India",32.3765524,75.5243044
Jammu and Kashmir ,KISHTWAR,"KISHTWAR, Jammu and Kashmir , India",33.3107908,75.7694213
Jammu and Kashmir ,KULGAM,"KULGAM, Jammu and Kashmir , India",33.6446899,75.0188432
Jammu and Kashmir ,KUPWARA,"KUPWARA, Jammu and Kashmir , India",34.5140696,74.191367
Jammu and Kashmir ,LEH LADAKH,"LEH LADAKH, Jammu and Kashmir , India",,
Jammu and Kashmir ,POONCH,"POONCH, Jammu and Kashmir , India",33.7670004,74.0957143
Jammu and Kashmir ,PULWAMA,"PULWAMA, Jammu and Kashmir , India",33.9490472,75.0418335
Jammu and Kashmir ,RAJAURI,"RAJAURI, Jammu and Kashmir , India",,
Jammu and Kashmir ,RAMBAN,"RAMBAN, Jammu and Kashmir , India",33.3332891,75.1984763
Jammu and Kashmir ,REASI,"REASI, Jammu and Kashmir , India",,
Jammu and Kashmir ,SAMBA,"SAMBA, Jammu and Kashmir , India",,
Jammu and Kashmir ,SHOPIAN,"SHOPIAN, Jammu and Kashmir , India",,
Jammu and Kashmir ,SRINAGAR,"SRINAGAR, Jammu and Kashmir , India",,
Jammu and Kashmir ,UDHAMPUR,"UDHAMPUR, Jammu and Kashmir , India",,
Jharkhand,BOKARO,"BOKARO, Jharkhand, India",,
Jharkhand,CHATRA,"CHATRA, Jharkhand, India",24.1062316,84.8623379
Jharkhand,DEOGHAR,"DEOGHAR, Jharkhand, India",24.4898318,86.6990182
Jharkhand,DHANBAD,"DHANBAD, Jharkhand, India",23.7952809,86.4309638
Jharkhand,DUMKA,"DUMKA, Jharkhand, India",24.2677937,87.2485495
Jharkhand,EAST SINGHBUM,"EAST SINGHBUM, Jharkhand, India",,
Jharkhand,GARHWA,"GARHWA, Jharkhand, India",24.053577,83.6526818
Jharkhand,GIRIDIH,"GIRIDIH, Jharkhand, India",,
Jharkhand,GODDA,"GODDA, Jharkhand, India",24.8645886,87.2984838
Jharkhand,GUMLA,"GUMLA, Jharkhand, India",23.1603759,84.4599565
Jharkhand,HAZARIBAGH,"HAZARIBAGH, Jharkhand, India",24.0866962,85.4912231
Jharkhand,JAMTARA,"JAMTARA, Jharkhand, India",23.9801639,86.9243637
Jharkhand,KHUNTI,"KHUNTI, Jharkhand, India",22.9281801,85.2814475
Jharkhand,KODERMA,"KODERMA, Jharkhand, India",24.4931239,85.5560811
Jharkhand,LATEHAR,"LATEHAR, Jharkhand, India",23.6880057,84.4969551
Jharkhand,LOHARDAGA,"LOHARDAGA, Jharkhand, India",23.4770044,84.6986684
Jharkhand,PAKUR,"PAKUR, Jharkhand, India",24.5325908,87.593232
Jharkhand,PALAMU,"PALAMU, Jharkhand, India",24.2212983,84.1725565
Jharkhand,RAMGARH,"RAMGARH, Jharkhand, India",23.693479,85.5215989
Jharkhand,RANCHI,"RANCHI, Jharkhand, India",23.3700501,85.3250387
Jharkhand,SAHEBGANJ,"SAHEBGANJ, Jharkhand, India",25.0320437,87.691764
Jharkhand,SARAIKELA KHARSAWAN,"SARAIKELA KHARSAWAN, Jharkhand, India",22.7464225,85.9168929
Jharkhand,SIMDEGA,"SIMDEGA, Jharkhand, India",22.5904573,84.5464805
Jharkhand,WEST SINGHBHUM,"WEST SINGHBHUM, Jharkhand, India",22.4282857,85.5317483
Karnataka,BAGALKOT,"BAGALKOT, Karnataka, India",16.1793224,75.6999315
Karnataka,BANGALORE RURAL,"BANGALORE RURAL, Karnataka, India",13.0010872,77.3361225
Karnataka,BELGAUM,"BELGAUM, Karnataka, India",15.8572666,74.5069343
Karnataka,BELLARY,"BELLARY, Karnataka, India",15.1430224,76.9173277
Karnataka,BENGALURU URBAN,"BENGALURU URBAN, Karnataka, India",12.9461554,77.5503844
Karnataka,BIDAR,"BIDAR, Karnataka, India",18.0207296,77.2487204
Karnataka,BIJAPUR,"BIJAPUR, Karnataka, India",16.8269911,75.7175387
Karnataka,CHAMARAJANAGAR,"CHAMARAJANAGAR, Karnataka, India",11.95442,77.1069086
Karnataka,CHIKBALLAPUR,"CHIKBALLAPUR, Karnataka, India",13.4274405,77.7321433
Karnataka,CHIKMAGALUR,"CHIKMAGALUR, Karnataka, India",13.318014,75.7738743
Karnataka,CHITRADURGA,"CHITRADURGA, Karnataka, India",14.3049174,76.5297234
Karnataka,DAKSHIN KANNAD,"DAKSHIN KANNAD, Karnataka, India",,
Karnataka,DAVANGERE,"DAVANGERE, Karnataka, India",14.4661266,75.9206361
Karnataka,DHARWAD,"DHARWAD, Karnataka, India",15.3707296,75.1332867
Karnataka,GADAG,"GADAG, Karnataka, India",15.416692,75.6815801
Karnataka,GULBARGA,"GULBARGA, Karnataka, India",17.3310003,76.8334228
Karnataka,HASSAN,"HASSAN, Karnataka, India",13.0301852,76.1744968
Karnataka,HAVERI,"HAVERI, Karnataka, India",14.7180267,75.3656423
Karnataka,KODAGU,"KODAGU, Karnataka, India",12.3827332,75.6640715
Karnataka,KOLAR,"KOLAR, Karnataka, India",13.1805066,78.2669329
Karnataka,KOPPAL,"KOPPAL, Karnataka, India",15.5748238,76.3118494
Karnataka,MANDYA,"MANDYA, Karnataka, India",12.6368939,76.7275477
Karnataka,MYSORE,"MYSORE, Karnataka, India",12.3051828,76.6553609
Karnataka,RAICHUR,"RAICHUR, Karnataka, India",16.0547194,76.9003647
Karnataka,RAMANAGARA,"RAMANAGARA, Karnataka, India",12.720006,77.3184199
Karnataka,SHIMOGA,"SHIMOGA, Karnataka, India",14.0556502,75.2380553
Karnataka,TUMKUR,"TUMKUR, Karnataka, India",13.3400771,77.1006208
Karnataka,UDUPI,"UDUPI, Karnataka, India",13.5269784,74.8731879
Karnataka,UTTAR KANNAD,"UTTAR KANNAD, Karnataka, India",,
Karnataka,YADGIR,"YADGIR, Karnataka, India",16.5744123,76.9254434
Kerala,ALAPPUZHA,"ALAPPUZHA, Kerala, India",9.5006651,76.4124143
Kerala,ERNAKULAM,"ERNAKULAM, Kerala, India",9.9837257,76.2740001
Kerala,IDUKKI,"IDUKKI, Kerala, India",9.8154785,76.9991599
Kerala,KANNUR,"KANNUR, Kerala, India",11.8763836,75.3737973
Kerala,KASARAGOD,"KASARAGOD, Kerala, India",12.4221964,75.1904446
Kerala,KOLLAM,"KOLLAM, Kerala, India",8.8870815,76.5907017
Kerala,KOTTAYAM,"KOTTAYAM, Kerala, India",9.6287383,76.6455326
Kerala,KOZHIKODE,"KOZHIKODE, Kerala, India",11.2450558,75.7754716
Kerala,MALAPPURAM,"MALAPPURAM, Kerala, India",11.1068448,76.1099551
Kerala,PALAKKAD,"PALAKKAD, Kerala, India",10.7873691,76.4742172
Kerala,PATHANAMTHITTA,"PATHANAMTHITTA, Kerala, India",9.2780841,76.9737443
Kerala,THIRUVANANTHAPURAM,"THIRUVANANTHAPURAM, Kerala, India",8.4882267,76.947551
Kerala,THRISSUR,"THRISSUR, Kerala, India",10.5270099,76.214621
Kerala,WAYANAD,"WAYANAD, Kerala, India",11.7151291,76.1271185
Madhya Pradesh,ALIRAJPUR,"ALIRAJPUR, Madhya Pradesh, India",22.2859524,74.3545628
Madhya Pradesh,ANUPPUR,"ANUPPUR, Madhya Pradesh, India",23.0346179,81.7510255
Madhya Pradesh,ASHOKNAGAR,"ASHOKNAGAR, Madhya Pradesh, India",24.6186095,77.8786983
Madhya Pradesh,BALAGHAT,"BALAGHAT, Madhya Pradesh, India",21.8611589,80.3237105
Madhya Pradesh,BARWANI,"BARWANI, Madhya Pradesh, India",21.7514248,74.8915957
Madhya Pradesh,BETUL,"BETUL, Madhya Pradesh, India",21.8797472,77.8753651
Madhya Pradesh,BHIND,"BHIND, Madhya Pradesh, India",26.3518828,78.6863189
Madhya Pradesh,BHOPAL,"BHOPAL, Madhya Pradesh, India",23.2584857,77.401989
Madhya Pradesh,BURHANPUR,"BURHANPUR, Madhya Pradesh, India",21.3348669,76.3708803
Madhya Pradesh,CHHATARPUR,"CHHATARPUR, Madhya Pradesh, India",24.7606089,79.6781776
Madhya Pradesh,CHHINDWARA,"CHHINDWARA, Madhya Pradesh, India",22.2071897,78.798833
Madhya Pradesh,DAMOH,"DAMOH, Madhya Pradesh, India",23.7981005,79.5419356
Madhya Pradesh,DATIA,"DATIA, Madhya Pradesh, India",25.9182946,78.6644962
Madhya Pradesh,DEWAS,"DEWAS, Madhya Pradesh, India",22.8057498,76.2940408
Madhya Pradesh,DHAR,"DHAR, Madhya Pradesh, India",22.5786572,75.2258637
Madhya Pradesh,DINDORI,"DINDORI, Madhya Pradesh, India",22.9070871,80.8846924
Madhya Pradesh,GUNA,"GUNA, Madhya Pradesh, India",24.5001772,77.2600959
Madhya Pradesh,GWALIOR,"GWALIOR, Madhya Pradesh, India",26.2037247,78.1573628
Madhya Pradesh,HARDA,"HARDA, Madhya Pradesh, India",22.2427972,77.1179173
Madhya Pradesh,HOSHANGABAD,"HOSHANGABAD, Madhya Pradesh, India",22.7545538,77.7198249
Madhya Pradesh,INDORE,"INDORE, Madhya Pradesh, India",22.7203616,75.8681996
Madhya Pradesh,JABALPUR,"JABALPUR, Madhya Pradesh, India",23.1701522,79.9324505
Madhya Pradesh,JHABUA,"JHABUA, Madhya Pradesh, India",22.8869652,74.7243249
Madhya Pradesh,KATNI,"KATNI, Madhya Pradesh, India",23.7176393,80.2610181
Madhya Pradesh,KHANDWA,"KHANDWA, Madhya Pradesh, India",21.8203752,76.3555424
Madhya Pradesh,KHARGONE,"KHARGONE, Madhya Pradesh, India",21.9544729,75.7521248
Madhya Pradesh,MANDLA,"MANDLA, Madhya Pradesh, India",22.6871074,80.5816341
Madhya Pradesh,MANDSAUR,"MANDSAUR, Madhya Pradesh, India",24.2628148,75.385692
Madhya Pradesh,MORENA,"MORENA, Madhya Pradesh, India",26.3849794,77.8612721
Madhya Pradesh,NARSINGHPUR,"NARSINGHPUR, Madhya Pradesh, India",22.934556,79.0867849
Madhya Pradesh,NEEMUCH,"NEEMUCH, Madhya Pradesh, India",24.6305517,75.1829
Madhya Pradesh,PANNA,"PANNA, Madhya Pradesh, India",24.4498931,80.1462723
Madhya Pradesh,RAISEN,"RAISEN, Madhya Pradesh, India",23.2675909,78.1727134
Madhya Pradesh,RAJGARH,"RAJGARH, Madhya Pradesh, India",23.8716706,76.7744703
Madhya Pradesh,RATLAM,"RATLAM, Madhya Pradesh, India",23.50222,74.9551534
Madhya Pradesh,REWA,"REWA, Madhya Pradesh, India",24.7560846,81.3810574
Madhya Pradesh,SAGAR,"SAGAR, Madhya Pradesh, India",23.8083076,78.758254
Madhya Pradesh,SATNA,"SATNA, Madhya Pradesh, India",24.6954445,80.7770348
Madhya Pradesh,SEHORE,"SEHORE, Madhya Pradesh, India",23.1150041,77.0665356
Madhya Pradesh,SEONI,"SEONI, Madhya Pradesh, India",22.2748109,79.7202522
Madhya Pradesh,SHAHDOL,"SHAHDOL, Madhya Pradesh, India",23.3002343,81.364771
Madhya Pradesh,SHAJAPUR,"SHAJAPUR, Madhya Pradesh, India",23.4171001,76.6074794
Madhya Pradesh,SHEOPUR,"SHEOPUR, Madhya Pradesh, India",25.7499266,76.9212945
Madhya Pradesh,SHIVPURI,"SHIVPURI, Madhya Pradesh, India",25.3741215,77.8278866
Madhya Pradesh,SIDHI,"SIDHI, Madhya Pradesh, India",24.2112687,81.7000415
Madhya Pradesh,SINGRAULI,"SINGRAULI, Madhya Pradesh, India",24.2431343,82.3827672
Madhya Pradesh,TIKAMGARH,"TIKAMGARH, Madhya Pradesh, India",24.8552105,79.0472546
Madhya Pradesh,UJJAIN,"UJJAIN, Madhya Pradesh, India",23.1885131,75.7716562
